  8500	       0.0	       0.0	       0.0	 -0.00	  -14854	 76
  8501	       0.0	       0.0	       0.0	 -0.00	  -14860	 41
  8502	       0.0	       0.0	       0.0	 -0.00	  -14839	 76
  8503	    7133.2	      11.3	    6673.6	103.08	  -14818	158
  8504	   14572.9	     353.1	   10560.2	111.59	  -14823	158
  8505	   25909.8	    1232.8	   16164.4	113.96	  -14823	158
  8506	   41332.5	    4029.8	   20408.7	113.43	  -14848	158
  8507	   52024.5	    9590.4	   19226.5	104.98	  -14828	158
  8508	   57589.3	   16518.9	   17091.5	 90.07	  -14836	158
